,Transaction ID,Transaction Date,Menu,Category,Menu ID,Qty,Price,Total Spent,Payment Method,Order Type
593,SUN-4008256,2023-05-08,Choco Lava Cake,Dessert,DST-04,4,35000,140000,missing,Dine In
594,SUN-8366078,2023-12-29,Caramel Machiato,Drinks,DRK-04,1,38000,38000,Digital Wallet,unknown
595,SUN-6049874,2023-10-03,Classic Tirmaisu,Dessert,missing,2,38000,76000,Debit Card,Take Away
596,SUN-3254109,2023-06-03,Iced Americano,Drinks,DRK-02,4,28000,nan,Digital Wallet,Online Order
597,SUN-9245262,2023-01-24,Fudgy Brownies,Dessert,DST-02,3,25000,75000,Cash,Take Away
598,SUN-6472750,2023-08-25,New York Cheesecake,Dessert,DST-03,error,42000,84000,Cash,nan
599,SUN-2437520,2023-03-02,Grill Chicken Caesar Salad,Food,FOD-04,2,42000,84000,Cash,Dine In
600,SUN-6032128,2023-11-27,unknown,Food,FOD-04,2,42000,84000,Cash,Take Away
601,SUN-3946202,2023-04-12,Choco Lava Cake,Dessert,DST-04,3,35000,105000,missing,Dine In
602,SUN-1157734,2023-06-13,Buttermilk Fried Chicken,Food,FOD-01,4,48000,192000,Debit Card,Dine In
603,SUN-6264480,2023-07-20,New York Cheesecake,Dessert,DST-03,2,42000,84000,unknown,Online Order
604,SUN-6075222,2023-06-29,Buttermilk Fried Chicken,error,FOD-01,3,48000,144000,unknown,Take Away
605,SUN-5497940,2023-07-23,Buttermilk Fried Chicken,Food,FOD-01,2,48000,96000,Debit Card,Online Order
606,SUN-4193677,2023-10-22,Cafe Latte,Drinks,DRK-03,4,32000,128000,Debit Card,Dine In
607,SUN-1921825,2023-07-02,Espreso Single,Drinks,DRK-01,missing,22000,22000,Digital Wallet,error
608,SUN-8577143,2023-05-04,Cafe Latte,Drinks,unknown,2,32000,64000,Debit Card,Dine In
609,SUN-7292384,2023-06-04,Cinnamon Roll,Dessert,missing,2,28000,56000,Debit Card,Dine In
610,SUN-4751461,2023-10-18,Fudgy Brownies,Dessert,DST-02,3,25000,75000,Debit Card,Dine In
611,SUN-5830990,2023-07-30,nan,missing,DST-05,3,error,84000,Digital Wallet,Dine In
612,SUN-2243966,2023-06-19,Grill Chicken Caesar Salad,Food,FOD-04,2,42000,84000,Debit Card,unknown
613,SUN-1240401,2023-12-19,Cafe Latte,Drinks,DRK-03,3,32000,96000,Cash,Take Away
614,SUN-5457839,2023-04-03,Grill Chicken Caesar Salad,Food,FOD-04,1,42000,error,Cash,Take Away
615,SUN-9152954,2023-06-17,missing,Dessert,DST-04,2,35000,70000,Debit Card,Take Away
616,SUN-3882377,2023-12-16,Espreso Single,Drinks,DRK-01,4,22000,88000,Digital Wallet,Take Away
617,SUN-3651522,2023-11-02,Creamy Maycha Latte,Drinks,DRK-05,3,35000,105000,Digital Wallet,unknown
618,SUN-1770664,2023-07-29,Iced Americano,Drinks,DRK-02,4,error,112000,Cash,Take Away
619,SUN-5128106,2023-01-21,Iced Americano,Drinks,DRK-02,2,28000,56000,Cash,Dine In
620,SUN-3986666,2023-07-23,error,missing,DST-05,unknown,28000,84000,unknown,Dine In
621,SUN-2045480,2023-05-21,error,Dessert,DST-05,3,28000,missing,error,Take Away
622,SUN-5789834,2023-12-20,nan,Dessert,DST-01,3,38000,114000,error,Take Away
623,SUN-7581831,2023-07-24,New York Cheesecake,Dessert,DST-03,3,42000,126000,Digital Wallet,Take Away
624,SUN-1744971,2023-07-29,Caramel Machiato,Drinks,DRK-04,4,unknown,152000,Digital Wallet,missing
625,SUN-3765242,2023-08-15,Choco Lava Cake,Dessert,DST-04,3,35000,105000,Cash,Take Away
626,SUN-3761142,2023-05-29,error,Food,FOD-05,2,45000,90000,Cash,Take Away
627,SUN-5884930,2023-04-02,Classic Tirmaisu,Dessert,DST-01,4,38000,152000,error,Take Away
628,SUN-1034085,2023-07-06,Iced Americano,Drinks,DRK-02,nan,28000,112000,Cash,Take Away
629,SUN-3304160,2023-05-26,Choco Lava Cake,Dessert,DST-04,missing,35000,nan,Debit Card,Online Order
630,SUN-8828098,2023-10-30,Classic Tirmaisu,Dessert,DST-01,3,38000,114000,Debit Card,Take Away
631,SUN-5916429,2023-12-12,error,Drinks,DRK-03,4,32000,128000,Cash,Dine In
632,SUN-1871245,missing,Buttermilk Fried Chicken,Food,unknown,1,48000,48000,Debit Card,Online Order
633,SUN-2758454,2023-08-25,Espreso Single,Drinks,DRK-01,4,nan,88000,Digital Wallet,Online Order
634,SUN-4089438,2023-03-13,Espreso Single,Drinks,unknown,4,22000,88000,Cash,Dine In
635,SUN-3700009,missing,Caramel Machiato,Drinks,DRK-04,4,38000,152000,Cash,Take Away
636,SUN-5674238,2023-02-26,Choco Lava Cake,Dessert,DST-04,2,35000,70000,nan,Online Order
637,SUN-4221282,2023-01-24,Fudgy Brownies,Dessert,DST-02,3,25000,75000,Digital Wallet,Online Order
638,SUN-9668260,2023-03-16,Classic Tirmaisu,Dessert,DST-01,3,38000,114000,missing,Take Away
639,SUN-4779307,2023-01-20,Choco Lava Cake,Dessert,DST-04,1,35000,35000,Cash,nan
640,SUN-1509421,2023-11-12,Nasi Goreng Kampung,Food,FOD-03,2,38000,76000,unknown,Online Order
641,SUN-8522576,2023-03-19,Espreso Single,Drinks,DRK-01,4,22000,88000,missing,Online Order
642,SUN-4482325,2023-11-30,Grill Chicken Caesar Salad,Food,FOD-04,2,42000,nan,Digital Wallet,Online Order
643,SUN-8532221,2023-02-20,Cinnamon Roll,unknown,DST-05,3,28000,84000,unknown,Dine In
644,SUN-5971538,2023-09-02,Club Sandwich,Food,FOD-05,3,45000,nan,Digital Wallet,Online Order
645,SUN-9793458,2023-12-26,Fudgy Brownies,Dessert,DST-02,1,25000,25000,Cash,Take Away
646,SUN-1660564,2023-02-10,Caramel Machiato,missing,nan,4,38000,152000,Digital Wallet,missing
647,SUN-4547332,2023-01-02,Caramel Machiato,Drinks,DRK-04,1,38000,38000,Digital Wallet,Dine In
648,SUN-8320688,2023-04-14,Caramel Machiato,Drinks,DRK-04,1,38000,38000,unknown,Dine In
649,SUN-3569260,2023-05-14,Club Sandwich,Food,FOD-05,2,45000,unknown,Debit Card,Online Order
650,SUN-4795443,2023-06-27,Espreso Single,Drinks,DRK-01,2,22000,44000,Debit Card,Online Order
651,SUN-2533701,2023-01-22,New York Cheesecake,nan,DST-03,2,42000,unknown,Debit Card,Dine In
652,SUN-9850892,2023-01-26,Iced Americano,Drinks,DRK-02,3,28000,missing,Digital Wallet,nan
653,SUN-3313150,2023-08-22,nan,Food,FOD-02,2,52000,104000,Digital Wallet,Take Away
654,SUN-7402043,2023-02-02,Espreso Single,Drinks,DRK-01,3,22000,66000,Debit Card,Dine In
655,SUN-8957084,2023-01-17,Caramel Machiato,Drinks,DRK-04,3,38000,114000,Digital Wallet,Online Order
656,SUN-2445224,2023-05-20,Beef Carbonara Pasta,Food,FOD-02,4,52000,208000,Debit Card,Dine In
657,SUN-1056149,2023-01-25,Caramel Machiato,nan,DRK-04,missing,38000,152000,error,Take Away
658,SUN-5052250,2023-02-23,error,missing,unknown,error,32000,32000,Cash,Take Away
659,SUN-4364140,2023-01-30,New York Cheesecake,Dessert,DST-03,2,42000,84000,Digital Wallet,nan
660,SUN-6813923,2023-06-27,missing,Drinks,DRK-01,3,22000,66000,Debit Card,Online Order
661,SUN-1115969,2023-04-10,Cinnamon Roll,Dessert,DST-05,1,28000,28000,Debit Card,Online Order
662,SUN-9413963,2023-10-31,Caramel Machiato,Drinks,DRK-04,2,38000,76000,Digital Wallet,Online Order
663,SUN-4937657,2023-07-30,Espreso Single,Drinks,DRK-01,3,22000,66000,Debit Card,Dine In
664,SUN-5584391,2023-05-02,error,Food,FOD-05,4,45000,180000,nan,Online Order
665,SUN-6882928,2023-10-21,Choco Lava Cake,Dessert,DST-04,1,unknown,35000,nan,Dine In
666,SUN-7863771,2023-03-14,nan,Drinks,DRK-01,2,nan,unknown,Digital Wallet,error
667,SUN-2467865,2023-04-08,Fudgy Brownies,Dessert,DST-02,unknown,25000,unknown,Digital Wallet,Dine In
668,SUN-8118947,2023-02-20,Choco Lava Cake,Dessert,DST-04,4,error,140000,Debit Card,Online Order
669,SUN-5074460,2023-04-14,error,Food,FOD-03,3,38000,114000,Debit Card,Dine In
670,SUN-7187321,2023-05-30,Classic Tirmaisu,Dessert,DST-01,1,missing,unknown,nan,Take Away
671,SUN-6497466,2023-10-28,nan,Food,FOD-04,3,42000,126000,Cash,Dine In
672,SUN-6297953,2023-05-12,Fudgy Brownies,Dessert,DST-02,1,25000,25000,Debit Card,Online Order
673,SUN-3961823,2023-09-30,Nasi Goreng Kampung,Food,FOD-03,4,38000,nan,Digital Wallet,Online Order
674,SUN-3204540,2023-11-05,Caramel Machiato,Drinks,DRK-04,2,38000,76000,missing,error
675,SUN-2300328,2023-02-16,Iced Americano,missing,DRK-02,4,28000,112000,Cash,Take Away
676,SUN-5421267,2023-09-23,Buttermilk Fried Chicken,Food,FOD-01,1,48000,48000,Debit Card,Online Order
677,SUN-6785391,2023-10-22,Choco Lava Cake,Dessert,DST-04,2,35000,70000,error,error
678,SUN-3661350,2023-05-09,Classic Tirmaisu,Dessert,DST-01,3,missing,114000,Debit Card,Online Order
679,SUN-3024426,2023-10-31,Grill Chicken Caesar Salad,Food,FOD-04,3,42000,error,Debit Card,Dine In
680,SUN-1189151,2023-10-22,Club Sandwich,Food,FOD-05,3,45000,135000,Digital Wallet,Online Order
681,SUN-5783733,2023-03-06,Choco Lava Cake,Dessert,DST-04,4,35000,140000,Debit Card,Online Order
682,SUN-6826839,2023-03-01,Beef Carbonara Pasta,Food,FOD-02,3,52000,156000,Cash,Dine In
683,SUN-3326714,2023-08-17,Iced Americano,Drinks,DRK-02,4,28000,112000,Digital Wallet,Online Order
684,SUN-6560452,2023-06-02,Fudgy Brownies,Dessert,DST-02,1,25000,error,Digital Wallet,Online Order
685,SUN-2299593,nan,Iced Americano,Drinks,DRK-02,4,28000,112000,nan,Take Away
686,SUN-1227917,2023-12-22,Club Sandwich,Food,FOD-05,error,45000,180000,Cash,Dine In
687,SUN-7303566,2023-03-30,Cafe Latte,Drinks,DRK-03,3,32000,96000,Digital Wallet,nan
688,SUN-1353154,2023-03-04,Espreso Single,nan,DRK-01,3,22000,nan,Cash,Take Away
689,SUN-3291266,2023-06-30,error,Dessert,DST-02,unknown,25000,100000,Debit Card,Online Order
690,SUN-8009056,2023-05-14,Grill Chicken Caesar Salad,Food,FOD-04,unknown,42000,unknown,Debit Card,Online Order
691,SUN-8198633,2023-07-10,Creamy Maycha Latte,Drinks,DRK-05,nan,35000,35000,Digital Wallet,Take Away
692,SUN-4429583,2023-04-28,Classic Tirmaisu,unknown,DST-01,3,38000,114000,Debit Card,Online Order
693,SUN-6567119,2023-06-24,New York Cheesecake,Dessert,DST-03,3,42000,126000,Digital Wallet,Dine In
694,SUN-3779991,2023-06-19,Creamy Maycha Latte,Drinks,DRK-05,3,35000,105000,Debit Card,Dine In
695,SUN-6620442,2023-07-17,Espreso Single,Drinks,DRK-01,error,22000,66000,Digital Wallet,Online Order
696,SUN-3852405,2023-11-29,Creamy Maycha Latte,Drinks,DRK-05,1,35000,35000,unknown,Online Order
697,SUN-4528119,2023-03-19,Creamy Maycha Latte,Drinks,DRK-05,1,nan,35000,Debit Card,Online Order
698,SUN-7795267,2023-06-02,Classic Tirmaisu,Dessert,DST-01,4,38000,unknown,nan,unknown
699,SUN-1975904,2023-10-12,Buttermilk Fried Chicken,nan,FOD-01,4,48000,192000,Cash,Take Away
700,SUN-1774311,2023-11-28,Choco Lava Cake,Dessert,DST-04,4,35000,140000,Cash,Take Away
701,SUN-1091792,2023-04-12,Club Sandwich,Food,FOD-05,2,45000,90000,Cash,Dine In
702,SUN-6147423,2023-12-13,error,Drinks,DRK-05,nan,35000,35000,unknown,Online Order
703,SUN-4279974,2023-11-30,unknown,Food,FOD-05,2,45000,90000,missing,Dine In
704,SUN-1023102,2023-04-12,unknown,Dessert,DST-05,4,28000,112000,Digital Wallet,nan
705,SUN-2085441,2023-07-08,Classic Tirmaisu,Dessert,DST-01,3,38000,unknown,Cash,Dine In
706,SUN-6324055,2023-09-18,Club Sandwich,Food,FOD-05,3,45000,135000,Digital Wallet,Take Away
707,SUN-7901065,2023-04-21,Cinnamon Roll,Dessert,DST-05,3,28000,84000,Digital Wallet,Take Away
708,SUN-9441071,2023-03-23,Iced Americano,Drinks,DRK-02,4,error,112000,Digital Wallet,missing
709,SUN-3030596,2023-03-05,Cinnamon Roll,Dessert,DST-05,2,28000,missing,Digital Wallet,Online Order
710,SUN-1501831,2023-06-20,Club Sandwich,Food,FOD-05,4,45000,180000,missing,Online Order
711,SUN-1943113,2023-06-27,Iced Americano,Drinks,DRK-02,3,28000,84000,Digital Wallet,Online Order
712,SUN-5142355,2023-09-21,Choco Lava Cake,Dessert,DST-04,3,35000,105000,Cash,Take Away
713,SUN-2530011,2023-05-18,Grill Chicken Caesar Salad,Food,FOD-04,2,42000,84000,error,Dine In
714,SUN-8136745,2023-06-29,Club Sandwich,Food,FOD-05,1,45000,45000,Debit Card,Take Away
715,SUN-3388134,2023-08-16,Espreso Single,Drinks,DRK-01,3,error,66000,Debit Card,Dine In
716,SUN-3129445,2023-09-29,nan,Food,missing,2,52000,104000,Debit Card,Dine In
717,SUN-3540384,2023-07-01,missing,Food,FOD-05,1,45000,45000,Cash,Take Away
718,SUN-7856166,2023-03-08,Espreso Single,Drinks,DRK-01,1,22000,22000,Debit Card,Online Order
719,SUN-4155641,2023-01-14,error,Drinks,DRK-02,nan,28000,28000,Cash,Take Away
720,SUN-5316321,2023-07-02,unknown,Drinks,DRK-03,3,32000,96000,missing,Online Order
721,SUN-6163135,2023-11-01,New York Cheesecake,Dessert,DST-03,1,42000,42000,Digital Wallet,Online Order
722,SUN-5449594,2023-07-29,Caramel Machiato,Drinks,DRK-04,missing,38000,114000,Debit Card,Online Order
723,SUN-1867136,2023-01-19,Creamy Maycha Latte,Drinks,unknown,3,35000,105000,Debit Card,Dine In
724,SUN-3004853,2023-02-07,unknown,Food,FOD-02,nan,52000,208000,Digital Wallet,Online Order
725,SUN-8729255,2023-10-30,Espreso Single,Drinks,DRK-01,3,missing,66000,Cash,unknown
726,SUN-1956505,2023-04-24,Cinnamon Roll,Dessert,nan,4,28000,112000,Digital Wallet,Dine In
727,SUN-8969390,2023-10-24,Cafe Latte,missing,DRK-03,2,32000,64000,nan,Take Away
728,SUN-1802380,2023-03-02,Beef Carbonara Pasta,Food,FOD-02,2,52000,104000,Cash,missing
729,SUN-7230469,2023-12-04,nan,Drinks,DRK-01,error,22000,nan,Cash,Dine In
730,SUN-3297406,2023-03-05,Grill Chicken Caesar Salad,error,FOD-04,1,42000,42000,unknown,Take Away
731,SUN-9038013,2023-08-31,New York Cheesecake,nan,DST-03,4,42000,168000,Digital Wallet,Online Order
732,SUN-6844923,2023-06-13,Club Sandwich,Food,unknown,1,45000,45000,Digital Wallet,unknown
733,SUN-9134710,2023-02-28,nan,Food,FOD-01,3,48000,missing,Digital Wallet,Online Order
734,SUN-8286805,2023-05-03,Cinnamon Roll,Dessert,DST-05,2,28000,unknown,Digital Wallet,Online Order
735,SUN-1366277,2023-06-11,Espreso Single,Drinks,DRK-01,2,22000,44000,Digital Wallet,Online Order
736,SUN-1946883,2023-03-24,Choco Lava Cake,Dessert,DST-04,missing,35000,missing,Debit Card,Online Order
737,SUN-3190564,2023-06-10,Classic Tirmaisu,Dessert,DST-01,2,38000,76000,Debit Card,unknown
738,SUN-4111319,2023-02-14,Cinnamon Roll,Dessert,DST-05,3,28000,84000,Debit Card,Dine In
739,SUN-9356423,2023-08-19,Club Sandwich,Food,FOD-05,4,error,180000,nan,nan
740,SUN-9219003,2023-12-15,Creamy Maycha Latte,Drinks,DRK-05,4,35000,140000,Debit Card,missing
741,SUN-3597648,2023-05-20,Beef Carbonara Pasta,Food,FOD-02,2,52000,104000,Digital Wallet,Dine In
742,SUN-7055730,2023-06-14,New York Cheesecake,Dessert,DST-03,2,42000,84000,Cash,Dine In
743,SUN-6721418,2023-09-04,Cinnamon Roll,Dessert,DST-05,3,28000,84000,Cash,Dine In
744,SUN-3981926,2023-12-07,Classic Tirmaisu,Dessert,DST-01,2,38000,76000,missing,Dine In
745,SUN-7420114,2023-03-16,Club Sandwich,Food,FOD-05,3,45000,135000,Digital Wallet,Online Order
746,SUN-4274504,2023-02-26,Classic Tirmaisu,Dessert,DST-01,3,38000,114000,Debit Card,unknown
747,SUN-8247079,2023-05-09,Nasi Goreng Kampung,Food,FOD-03,1,38000,38000,Debit Card,Dine In
748,SUN-3124959,2023-12-16,Grill Chicken Caesar Salad,Food,FOD-04,nan,42000,168000,Cash,Dine In
749,SUN-2627834,2023-07-18,Espreso Single,Drinks,DRK-01,3,22000,66000,missing,Take Away
750,SUN-4414369,2023-01-25,Club Sandwich,Food,FOD-05,3,45000,135000,nan,missing
751,SUN-3079972,2023-06-06,Nasi Goreng Kampung,missing,FOD-03,1,38000,38000,Debit Card,Dine In
752,SUN-8167227,2023-12-22,Club Sandwich,Food,FOD-05,missing,45000,nan,Digital Wallet,missing
753,SUN-3529322,2023-02-14,Beef Carbonara Pasta,Food,FOD-02,4,52000,208000,Debit Card,nan
754,SUN-5432512,2023-03-26,Grill Chicken Caesar Salad,Food,FOD-04,3,42000,126000,Debit Card,Dine In
755,SUN-7001292,2023-12-19,Fudgy Brownies,Dessert,DST-02,2,error,50000,Debit Card,Online Order
756,SUN-5094713,2023-01-19,Nasi Goreng Kampung,Food,FOD-03,4,38000,152000,Debit Card,Online Order
757,SUN-3492417,2023-09-10,Nasi Goreng Kampung,Food,FOD-03,4,38000,152000,Cash,Take Away
758,SUN-9938573,2023-07-14,Espreso Single,Drinks,missing,4,22000,unknown,missing,Take Away
759,SUN-4635661,2023-11-01,error,Dessert,DST-05,1,28000,28000,Digital Wallet,Dine In
760,SUN-4882325,2023-12-01,Buttermilk Fried Chicken,Food,FOD-01,error,48000,192000,Debit Card,missing
761,SUN-8877207,2023-05-11,Grill Chicken Caesar Salad,Food,FOD-04,3,42000,126000,error,Online Order
762,SUN-3578835,2023-04-20,New York Cheesecake,unknown,DST-03,3,42000,126000,Digital Wallet,Dine In
763,SUN-1120499,2023-12-11,Cinnamon Roll,missing,DST-05,2,unknown,56000,error,nan
764,SUN-5302953,2023-08-09,error,Food,FOD-03,3,38000,114000,Debit Card,Dine In
765,SUN-9827540,2023-10-24,missing,Dessert,DST-02,2,25000,nan,unknown,Online Order
766,SUN-9812106,2023-01-11,nan,Drinks,DRK-03,2,32000,64000,Cash,Dine In
767,SUN-6386293,2023-12-24,Iced Americano,Drinks,DRK-02,1,unknown,28000,Debit Card,Online Order
768,SUN-9689503,missing,Iced Americano,Drinks,unknown,2,28000,56000,Debit Card,missing
769,SUN-6534324,2023-03-14,nan,Food,nan,1,52000,error,Digital Wallet,Dine In
770,SUN-5762482,2023-08-26,Beef Carbonara Pasta,Food,FOD-02,2,52000,104000,Digital Wallet,Take Away
771,SUN-6790462,2023-06-24,Espreso Single,Drinks,DRK-01,4,missing,88000,Debit Card,unknown
772,SUN-1927100,2023-09-26,missing,unknown,DST-01,3,38000,114000,Digital Wallet,Take Away
773,SUN-8214562,2023-05-21,Buttermilk Fried Chicken,Food,FOD-01,1,48000,48000,Digital Wallet,Dine In
774,SUN-6078744,2023-04-17,Espreso Single,missing,DRK-01,2,22000,44000,Cash,missing
775,SUN-7205832,2023-08-13,Caramel Machiato,Drinks,DRK-04,1,38000,38000,Cash,missing
776,SUN-3604075,2023-12-01,Club Sandwich,Food,nan,error,45000,135000,Debit Card,Online Order
777,SUN-1918747,2023-04-02,Cinnamon Roll,unknown,DST-05,3,28000,84000,Debit Card,Online Order
778,SUN-8818528,2023-08-20,missing,Drinks,DRK-03,4,32000,128000,Debit Card,Take Away
779,SUN-5855008,2023-02-06,Caramel Machiato,Drinks,DRK-04,1,38000,38000,unknown,Take Away
780,SUN-6262943,unknown,Cinnamon Roll,Dessert,DST-05,unknown,28000,56000,Digital Wallet,Dine In
781,SUN-3210035,2023-06-23,Classic Tirmaisu,Dessert,DST-01,missing,38000,76000,Debit Card,Take Away
782,SUN-1578887,2023-01-23,Beef Carbonara Pasta,Food,missing,4,52000,208000,Cash,Dine In
783,SUN-4569405,2023-08-22,Club Sandwich,Food,FOD-05,4,45000,180000,Debit Card,Take Away
784,SUN-8811930,2023-07-31,error,Dessert,DST-05,2,error,56000,Digital Wallet,Online Order
785,SUN-6140875,2023-05-21,error,Drinks,unknown,3,35000,missing,error,Dine In
786,SUN-2616692,2023-10-01,Cafe Latte,Drinks,DRK-03,2,32000,64000,missing,Online Order
787,SUN-6787523,2023-12-27,Choco Lava Cake,Dessert,DST-04,1,35000,35000,Debit Card,Take Away
788,SUN-8115369,2023-12-03,Fudgy Brownies,unknown,DST-02,1,25000,25000,unknown,Dine In
789,SUN-9214845,2023-05-29,Club Sandwich,Food,FOD-05,1,45000,45000,Debit Card,Dine In
790,SUN-8840337,unknown,unknown,Drinks,nan,2,22000,44000,Digital Wallet,Online Order
791,SUN-1538317,2023-04-20,Creamy Maycha Latte,Drinks,DRK-05,3,35000,105000,Digital Wallet,Online Order
792,SUN-3907040,2023-02-02,Choco Lava Cake,Dessert,DST-04,3,35000,105000,Digital Wallet,Online Order
793,SUN-4967151,2023-10-25,Caramel Machiato,Drinks,DRK-04,4,38000,missing,unknown,Online Order
794,SUN-7315405,2023-05-27,Cinnamon Roll,Dessert,DST-05,3,28000,nan,unknown,Online Order
795,SUN-1605165,2023-06-20,Creamy Maycha Latte,Drinks,DRK-05,2,35000,70000,Debit Card,Online Order
796,SUN-8879133,2023-05-31,Club Sandwich,Food,FOD-05,4,missing,180000,Digital Wallet,missing
797,SUN-7190155,2023-04-10,Grill Chicken Caesar Salad,Food,FOD-04,3,42000,126000,Debit Card,Online Order
798,SUN-2654387,2023-09-14,Creamy Maycha Latte,Drinks,DRK-05,1,unknown,35000,Digital Wallet,Dine In
799,SUN-6722990,2023-04-15,New York Cheesecake,Dessert,DST-03,4,42000,168000,Digital Wallet,Online Order
800,SUN-1218521,2023-01-08,nan,Food,FOD-02,4,52000,208000,Digital Wallet,Take Away
801,SUN-4153046,2023-12-12,Classic Tirmaisu,Dessert,DST-01,1,38000,error,Debit Card,Take Away
802,SUN-3481740,2023-09-16,missing,Drinks,DRK-02,3,28000,84000,Debit Card,Take Away
803,SUN-5276648,2023-12-18,Grill Chicken Caesar Salad,Food,FOD-04,3,42000,126000,Debit Card,Take Away
804,SUN-6893033,2023-10-31,Cinnamon Roll,Dessert,DST-05,2,28000,56000,Digital Wallet,Take Away
805,SUN-3770178,2023-08-24,Cinnamon Roll,Dessert,DST-05,4,missing,missing,Debit Card,Dine In
806,SUN-8622899,2023-12-28,nan,Drinks,DRK-03,2,32000,64000,Digital Wallet,Online Order
807,SUN-6135414,2023-04-12,Espreso Single,Drinks,unknown,3,nan,66000,missing,Dine In
808,SUN-4880452,2023-02-28,Cinnamon Roll,Dessert,DST-05,4,28000,unknown,Debit Card,Online Order
809,SUN-3197683,2023-09-17,error,Food,FOD-02,3,52000,156000,Digital Wallet,nan
810,SUN-4354732,2023-09-08,Fudgy Brownies,missing,DST-02,2,missing,50000,Digital Wallet,Online Order
811,SUN-3551988,2023-03-21,Cinnamon Roll,nan,DST-05,1,28000,unknown,Cash,Take Away
812,SUN-9016868,2023-12-26,Grill Chicken Caesar Salad,Food,missing,1,42000,42000,Cash,Take Away
813,SUN-4137143,2023-04-28,Fudgy Brownies,Dessert,DST-02,error,25000,nan,Debit Card,Online Order
814,SUN-3191590,2023-12-23,Caramel Machiato,Drinks,DRK-04,2,38000,76000,Digital Wallet,Online Order
815,SUN-6994327,2023-07-17,missing,Drinks,DRK-01,1,22000,22000,Digital Wallet,Online Order
816,SUN-6243491,2023-03-08,Buttermilk Fried Chicken,error,missing,4,48000,192000,Digital Wallet,error
817,SUN-2628398,2023-05-27,Fudgy Brownies,Dessert,DST-02,3,error,75000,missing,Dine In
818,SUN-5197802,2023-02-17,Creamy Maycha Latte,Drinks,DRK-05,3,35000,105000,Debit Card,Dine In
819,SUN-3046764,2023-05-09,nan,Food,nan,2,52000,104000,Digital Wallet,missing
820,SUN-4329688,2023-07-21,Cafe Latte,Drinks,DRK-03,nan,32000,96000,nan,Take Away
821,SUN-2242505,2023-12-22,Cafe Latte,Drinks,missing,1,32000,32000,unknown,missing
822,SUN-2600447,2023-12-20,New York Cheesecake,Dessert,DST-03,1,nan,error,Cash,missing
823,SUN-8304065,2023-03-04,Grill Chicken Caesar Salad,missing,FOD-04,1,42000,42000,nan,Dine In
824,SUN-5628375,2023-09-03,Grill Chicken Caesar Salad,Food,FOD-04,error,42000,126000,Debit Card,Dine In
825,SUN-4034573,2023-08-13,error,Dessert,DST-05,2,28000,56000,Digital Wallet,Online Order
826,SUN-7936967,2023-05-18,Creamy Maycha Latte,Drinks,DRK-05,1,35000,35000,Debit Card,Online Order
827,SUN-7333617,2023-01-15,Cinnamon Roll,Dessert,DST-05,missing,28000,28000,missing,Dine In
828,SUN-6078202,2023-07-21,Classic Tirmaisu,Dessert,DST-01,4,38000,152000,Digital Wallet,unknown
829,SUN-9459571,unknown,nan,Dessert,DST-05,2,28000,56000,Debit Card,Online Order
830,SUN-4821540,2023-10-25,Cinnamon Roll,Dessert,DST-05,2,28000,56000,Digital Wallet,Online Order
831,SUN-2253537,2023-03-18,Espreso Single,missing,DRK-01,4,22000,88000,unknown,Online Order
832,SUN-2318982,2023-10-11,Classic Tirmaisu,Dessert,DST-01,2,38000,76000,Debit Card,Dine In
833,SUN-1484739,2023-12-28,Caramel Machiato,Drinks,DRK-04,1,38000,38000,Digital Wallet,Online Order
834,SUN-2360211,2023-06-29,Nasi Goreng Kampung,Food,FOD-03,3,unknown,114000,Debit Card,Dine In
835,SUN-2543211,2023-09-23,Iced Americano,Drinks,DRK-02,3,28000,84000,Digital Wallet,Take Away
836,SUN-3754437,2023-05-30,Fudgy Brownies,Dessert,missing,1,25000,25000,Debit Card,Online Order
837,SUN-7355017,2023-11-13,Cafe Latte,Drinks,DRK-03,1,32000,32000,Debit Card,Take Away
838,SUN-2824563,2023-09-12,Classic Tirmaisu,Dessert,DST-01,3,error,114000,Debit Card,Dine In
839,SUN-1949260,2023-01-19,Fudgy Brownies,Dessert,DST-02,4,25000,100000,Cash,Take Away
840,SUN-5629303,2023-05-19,error,Food,FOD-03,1,38000,38000,Debit Card,Take Away
841,SUN-8850461,2023-09-06,Espreso Single,Drinks,nan,4,missing,unknown,Cash,error
842,SUN-7493074,2023-06-30,Grill Chicken Caesar Salad,Food,FOD-04,2,unknown,84000,Digital Wallet,Online Order
843,SUN-1892566,2023-06-10,New York Cheesecake,error,DST-03,1,42000,42000,Cash,Take Away
844,SUN-1832213,2023-06-13,Cinnamon Roll,Dessert,DST-05,4,28000,112000,Debit Card,Online Order
845,SUN-5292255,2023-06-01,Caramel Machiato,Drinks,DRK-04,1,38000,nan,Debit Card,Online Order
846,SUN-6133726,2023-07-13,New York Cheesecake,unknown,missing,2,42000,84000,Debit Card,Dine In
847,SUN-6607273,error,Creamy Maycha Latte,nan,DRK-05,3,35000,105000,Debit Card,Dine In
848,SUN-2024791,2023-04-15,New York Cheesecake,Dessert,DST-03,3,error,126000,Cash,Take Away
849,SUN-8220043,2023-04-23,Buttermilk Fried Chicken,nan,FOD-01,1,48000,48000,Digital Wallet,Online Order
850,SUN-1449959,2023-07-01,nan,nan,DRK-01,1,22000,22000,Digital Wallet,Dine In
851,SUN-7399691,2023-07-07,Espreso Single,Drinks,DRK-01,2,missing,nan,Digital Wallet,Online Order
